sample_id,escenario,vehicle_type,is_autonomous,gnss_speed_kmh,gnss_ramp_grade,lidar_obstacle_dist_m,lidar_visibility_index,op_perclos_score,turno_horas_acumuladas,op_steering_jerk_stddev,op_harsh_braking_count,ttc_raw_sec,effective_ttc_sec,collision_risk_label
DSTM-01678,B,PALA_PH_4100XPC,0,3.54,2.95,34.12,1.0,0.133,8.8,1.74,2,41.54,40.12,0
DSTM-01679,E,CAMIONETA_4x4,0,43.49,8.04,18.31,0.974,0.066,8.2,1.66,3,2.11,0.69,1
DSTM-01680,C,CAT_797F_MANUAL,0,29.04,4.06,24.05,0.762,0.108,10.1,3.34,1,2.05,0.45,1
DSTM-01681,D,CAT_797F_MANUAL,0,30.97,8.02,48.96,0.537,0.188,1.6,7.79,1,5.97,4.04,0
DSTM-01682,D,CAT_797F_MANUAL,0,42.63,7.75,90.73,0.415,0.093,1.3,1.54,2,7.4,5.75,0
DSTM-01683,D,KOMATSU_930E_AHS,1,25.81,8.21,12.91,0.587,0.052,16.0,0.15,0,2.73,2.17,1
DSTM-01684,B,PALA_PH_4100XPC,0,2.79,4.19,4.09,0.889,0.213,9.2,3.49,2,5.18,3.4,1
DSTM-01685,A,CAT_797F_MANUAL,0,27.12,9.88,34.29,0.8,0.065,3.0,4.01,4,4.57,2.93,1
DSTM-01686,A,KOMATSU_930E_AHS,1,37.8,11.66,10.76,0.744,0.062,21.6,0.15,0,1.07,0.59,1
DSTM-01687,C,KOMATSU_930E_AHS,1,26.68,4.0,39.87,0.922,0.041,12.0,0.15,0,6.09,5.71,0
DSTM-01688,C,CAT_797F_MANUAL,0,28.38,7.94,40.01,0.998,0.522,10.8,5.56,0,4.73,2.07,1
DSTM-01689,C,CAT_797F_MANUAL,0,23.8,8.58,59.53,0.848,0.54,10.9,4.35,2,8.17,5.34,0
DSTM-01690,B,PALA_PH_4100XPC,0,6.95,3.79,19.11,0.863,0.097,9.6,4.46,2,12.78,11.2,0
DSTM-01691,D,CAT_797F_MANUAL,0,24.64,10.24,25.25,0.478,0.345,8.0,2.73,2,2.89,0.35,1
DSTM-01692,E,KOMATSU_930E_AHS,1,31.47,9.57,29.05,0.8,0.035,19.6,0.15,0,3.01,2.58,1
DSTM-01693,A,CAT_797F_MANUAL,0,34.34,7.88,92.25,0.794,0.314,9.7,6.11,0,9.06,6.98,0
DSTM-01694,D,CAMIONETA_4x4,0,37.92,8.21,35.82,0.462,0.038,11.5,2.13,2,2.95,1.35,1
DSTM-01695,D,CAT_797F_MANUAL,0,30.22,5.02,47.59,0.332,0.19,2.7,1.98,4,5.96,4.0,1
DSTM-01696,C,CAMIONETA_4x4,0,34.11,9.94,30.13,0.79,0.261,8.3,1.04,2,2.72,0.52,1
DSTM-01697,A,KOMATSU_930E_AHS,1,30.99,11.01,19.65,0.75,0.093,18.8,0.15,0,2.75,2.28,1
DSTM-01698,D,CAT_797F_MANUAL,0,39.53,4.14,111.05,0.26,0.143,4.3,6.53,6,9.52,7.67,0
DSTM-01699,E,KOMATSU_930E_AHS,1,29.11,8.95,84.85,0.906,0.063,2.4,0.15,0,10.4,9.98,0
DSTM-01700,D,KOMATSU_930E_AHS,1,35.29,9.83,45.96,0.368,0.068,21.5,0.15,0,4.91,4.26,0
DSTM-01701,E,CAMIONETA_4x4,0,36.71,5.52,14.49,0.94,0.068,9.0,1.74,1,1.65,0.18,1
DSTM-01702,E,CAMIONETA_4x4,0,43.12,10.05,17.34,0.779,0.054,2.1,2.21,1,2.0,0.33,1
DSTM-01703,B,CAT_797F_MANUAL,0,15.24,5.09,19.29,1.0,0.115,3.1,6.13,2,5.84,4.32,0
DSTM-01704,C,KOMATSU_930E_AHS,1,27.89,8.51,50.09,0.962,0.02,1.3,0.15,0,6.12,5.76,0
DSTM-01705,C,CAT_797F_MANUAL,0,29.54,5.61,35.09,0.956,0.338,10.7,3.85,5,4.55,2.44,1
DSTM-01706,E,KOMATSU_930E_AHS,1,25.02,7.89,19.81,0.886,0.107,5.0,0.15,0,2.39,2.0,1
DSTM-01707,A,CAT_797F_MANUAL,0,39.65,11.51,31.44,0.804,0.215,9.5,7.46,1,2.98,0.84,1
DSTM-01708,B,PALA_PH_4100XPC,0,2.89,2.55,44.73,0.808,0.078,10.5,3.0,0,48.7,47.29,0
DSTM-01709,E,KOMATSU_930E_AHS,1,23.57,12.76,36.08,0.824,0.087,6.9,0.15,0,6.1,5.65,0
DSTM-01710,B,CAT_797F_MANUAL,0,12.57,3.19,40.13,0.899,0.433,1.9,1.98,3,12.83,10.45,0
DSTM-01711,D,CAMIONETA_4x4,0,44.09,10.12,30.01,0.543,0.089,4.2,3.41,1,2.62,0.82,1
DSTM-01712,B,PALA_PH_4100XPC,0,1.84,4.26,4.13,0.742,0.119,3.4,15.0,1,5.47,3.82,1
DSTM-01713,E,CAMIONETA_4x4,0,44.75,9.15,90.56,1.0,0.063,1.3,3.94,0,7.2,5.8,0
DSTM-01714,E,KOMATSU_930E_AHS,1,36.21,11.63,28.24,0.817,0.062,10.4,0.15,0,2.62,2.18,1
DSTM-01715,B,PALA_PH_4100XPC,0,1.56,3.07,41.61,0.831,0.25,1.8,8.0,0,44.28,42.46,0
DSTM-01716,D,CAT_797F_MANUAL,0,35.17,10.9,67.83,0.444,0.196,8.4,12.3,1,6.3,4.15,0
DSTM-01717,B,PALA_PH_4100XPC,0,2.0,4.52,12.08,0.93,0.194,2.2,3.82,1,15.38,13.71,0
DSTM-01718,C,CAMIONETA_4x4,0,40.44,7.88,34.48,0.926,0.109,11.6,2.98,0,3.55,1.98,1
DSTM-01719,D,KOMATSU_930E_AHS,1,22.9,9.19,17.51,0.216,0.02,4.6,0.15,0,3.81,3.07,1
DSTM-01720,D,CAT_797F_MANUAL,0,44.39,7.42,13.62,0.568,0.408,3.3,7.05,0,1.23,-1.19,1
DSTM-01721,A,CAT_797F_MANUAL,0,49.9,8.01,23.74,0.759,0.061,7.2,2.94,3,1.79,0.27,1
DSTM-01722,A,CAT_797F_MANUAL,0,46.39,11.45,90.2,0.736,0.159,3.5,4.15,3,6.99,5.01,0
DSTM-01723,D,CAT_797F_MANUAL,0,29.54,8.83,52.97,0.202,0.196,10.1,5.3,1,6.87,4.76,0
DSTM-01724,C,CAT_797F_MANUAL,0,34.17,7.96,12.53,0.803,0.406,12.0,2.53,4,1.76,-0.56,1
DSTM-01725,C,CAT_797F_MANUAL,0,31.8,8.05,80.37,0.983,0.397,9.9,3.75,2,8.66,6.47,0
DSTM-01726,A,CAMIONETA_4x4,0,44.61,4.38,16.06,0.858,0.171,2.7,5.23,2,1.08,-0.57,1
DSTM-01727,B,PALA_PH_4100XPC,0,0.0,4.82,9.72,0.939,0.066,8.0,4.21,5,21.89,20.48,0
DSTM-01728,E,KOMATSU_930E_AHS,1,38.44,8.95,66.14,0.872,0.035,23.9,0.15,0,6.87,6.46,0
DSTM-01729,A,CAT_797F_MANUAL,0,41.3,6.68,106.56,0.677,0.214,5.9,9.75,3,9.26,7.46,0
DSTM-01730,B,PALA_PH_4100XPC,0,4.88,3.22,32.13,0.849,0.05,8.1,1.95,2,32.24,30.86,0
DSTM-01731,E,KOMATSU_930E_AHS,1,25.43,4.68,37.63,0.801,0.057,8.4,0.15,0,5.53,5.07,0
DSTM-01732,A,CAMIONETA_4x4,0,56.55,9.87,80.97,0.564,0.02,4.5,5.45,0,5.25,3.55,1
DSTM-01733,D,CAT_797F_MANUAL,0,35.63,7.65,10.02,0.202,0.053,3.4,1.36,2,1.05,-0.7,1
DSTM-01734,B,CAT_797F_MANUAL,0,12.67,3.82,7.45,0.998,0.245,9.9,3.12,1,3.21,1.39,1
DSTM-01735,E,CAMIONETA_4x4,0,44.11,10.89,26.83,0.959,0.05,8.5,1.63,2,1.85,0.2,1
DSTM-01736,D,CAMIONETA_4x4,0,37.25,11.47,32.29,0.479,0.184,2.6,2.18,1,2.82,0.71,1
DSTM-01737,E,CAMIONETA_4x4,0,44.58,12.2,67.02,0.939,0.232,9.4,2.03,3,5.3,3.19,1
DSTM-01738,A,KOMATSU_930E_AHS,1,28.91,10.77,66.64,0.566,0.02,16.4,0.15,0,6.81,6.24,0
DSTM-01739,C,CAT_797F_MANUAL,0,39.41,8.41,24.5,0.971,0.115,9.1,5.26,2,2.51,0.88,1
DSTM-01740,D,CAT_797F_MANUAL,0,26.81,8.92,11.14,0.526,0.253,3.1,1.31,0,1.36,-0.77,1
DSTM-01741,A,CAT_797F_MANUAL,0,39.36,6.42,78.04,0.852,0.032,4.2,3.79,0,7.22,5.81,0
DSTM-01742,A,CAT_797F_MANUAL,0,50.17,7.61,45.41,0.666,0.185,8.4,1.66,1,3.04,1.31,1
DSTM-01743,A,KOMATSU_930E_AHS,1,28.21,7.71,60.07,0.569,0.062,4.9,0.15,0,7.42,6.86,0
DSTM-01744,E,KOMATSU_930E_AHS,1,24.67,7.95,35.37,1.0,0.106,12.5,0.15,0,6.24,5.89,0
DSTM-01745,D,CAT_797F_MANUAL,0,39.73,13.55,5.35,0.423,0.143,3.0,4.34,1,0.65,-1.64,1
DSTM-01746,C,CAT_797F_MANUAL,0,24.59,10.53,200.0,0.907,0.566,9.2,9.24,3,28.09,25.19,0
DSTM-01747,D,CAT_797F_MANUAL,0,32.11,5.34,7.14,0.573,0.226,3.0,0.64,0,0.59,-1.42,1
DSTM-01748,C,CAT_797F_MANUAL,0,28.74,7.33,30.29,0.914,0.231,9.2,3.85,0,3.92,2.01,1
DSTM-01749,C,CAT_797F_MANUAL,0,37.51,8.67,28.57,0.898,0.224,10.9,0.9,2,3.04,1.11,1
DSTM-01750,B,PALA_PH_4100XPC,0,6.25,3.19,22.15,0.727,0.262,11.2,7.09,2,35.46,33.59,0
DSTM-01751,C,KOMATSU_930E_AHS,1,18.29,12.22,41.92,1.0,0.042,12.4,0.15,0,7.36,7.01,0
DSTM-01752,A,CAT_797F_MANUAL,0,56.29,8.7,31.27,0.617,0.024,5.1,4.14,1,2.0,0.35,1
DSTM-01753,E,CAMIONETA_4x4,0,50.66,7.42,51.92,0.951,0.338,10.8,11.8,0,3.71,1.68,1
DSTM-01754,D,CAT_797F_MANUAL,0,23.03,8.12,52.73,0.499,0.073,10.8,0.38,2,7.59,5.94,0
DSTM-01755,B,CAT_797F_MANUAL,0,19.33,2.52,46.95,0.792,0.153,3.4,4.43,2,8.88,7.07,0
DSTM-01756,C,CAMIONETA_4x4,0,26.34,4.81,23.56,0.912,0.151,7.9,1.77,3,2.72,1.04,1
DSTM-01757,A,KOMATSU_930E_AHS,1,41.98,6.3,47.71,0.678,0.051,1.7,0.15,0,4.14,3.62,1
DSTM-01758,E,KOMATSU_930E_AHS,1,31.3,10.1,7.14,0.98,0.02,9.5,0.15,0,1.19,0.84,1
DSTM-01759,E,CAMIONETA_4x4,0,37.9,5.55,31.6,0.818,0.093,9.4,2.38,0,2.34,0.79,1
DSTM-01760,E,KOMATSU_930E_AHS,1,29.64,5.92,56.08,0.938,0.086,11.3,0.15,0,7.66,7.26,0
DSTM-01761,B,PALA_PH_4100XPC,0,4.96,1.62,12.31,0.792,0.072,2.7,13.23,2,30.34,28.87,0
DSTM-01762,A,CAT_797F_MANUAL,0,46.09,9.63,196.15,0.734,0.075,9.8,3.61,1,15.63,13.94,0
DSTM-01763,A,CAT_797F_MANUAL,0,28.62,12.11,77.05,0.594,0.266,1.3,13.4,2,9.67,7.32,0
DSTM-01764,A,CAT_797F_MANUAL,0,34.83,14.34,163.69,0.774,0.143,8.8,12.85,3,16.5,14.34,0
DSTM-01765,A,CAT_797F_MANUAL,0,45.42,15.83,164.85,0.743,0.263,9.4,9.68,3,13.35,10.84,0
DSTM-01766,A,CAMIONETA_4x4,0,48.53,9.46,200.0,0.702,0.19,9.7,2.92,0,14.52,12.64,0
DSTM-01767,E,KOMATSU_930E_AHS,1,16.07,14.87,42.24,0.977,0.051,1.0,0.15,0,8.46,8.09,0
DSTM-01768,A,CAMIONETA_4x4,0,38.66,9.5,74.22,0.601,0.098,5.6,7.51,1,6.73,4.89,0
DSTM-01769,A,CAT_797F_MANUAL,0,40.94,5.87,26.96,0.623,0.061,6.6,1.59,1,2.95,1.4,1
DSTM-01770,D,CAT_797F_MANUAL,0,31.25,12.04,27.33,0.33,0.185,4.6,3.79,3,3.31,1.01,1
DSTM-01771,C,CAT_797F_MANUAL,0,19.9,4.09,57.28,0.896,0.303,9.6,5.73,2,11.7,9.69,0
DSTM-01772,D,CAMIONETA_4x4,0,32.11,8.89,24.26,0.482,0.072,7.3,5.55,0,2.78,0.98,1
DSTM-01773,C,CAT_797F_MANUAL,0,31.6,5.09,8.84,0.83,0.366,7.9,5.89,0,0.86,-1.31,1
DSTM-01774,E,KOMATSU_930E_AHS,1,25.88,6.83,192.77,0.828,0.025,5.1,0.15,0,25.39,24.96,0
DSTM-01775,C,KOMATSU_930E_AHS,1,29.18,11.13,117.18,0.811,0.108,7.9,0.15,0,13.64,13.2,0
DSTM-01776,C,CAT_797F_MANUAL,0,37.01,3.55,83.32,1.0,0.415,9.7,6.35,4,8.42,6.21,0
DSTM-01777,D,CAMIONETA_4x4,0,26.91,10.69,87.64,0.5,0.074,3.1,5.15,3,10.0,8.12,0
DSTM-01778,B,CAT_797F_MANUAL,0,17.93,3.36,118.52,0.911,0.382,8.4,5.13,3,24.46,22.19,0
DSTM-01779,B,CAT_797F_MANUAL,0,13.72,2.0,8.22,0.828,0.273,5.9,3.73,0,2.63,0.72,1
DSTM-01780,C,CAMIONETA_4x4,0,27.59,6.71,15.99,0.851,0.084,10.3,3.44,2,2.01,0.49,1
DSTM-01781,A,CAT_797F_MANUAL,0,43.65,9.57,10.14,0.758,0.261,8.8,3.87,2,1.01,-1.11,1
DSTM-01782,D,CAT_797F_MANUAL,0,29.62,6.07,104.43,0.332,0.285,4.8,7.05,3,14.14,11.87,0
DSTM-01783,B,PALA_PH_4100XPC,0,2.44,9.21,45.55,0.813,0.137,9.0,4.55,0,83.82,81.95,0
DSTM-01784,A,KOMATSU_930E_AHS,1,36.66,12.98,103.19,0.749,0.089,19.5,0.15,0,9.99,9.5,0
DSTM-01785,A,CAT_797F_MANUAL,0,49.09,9.86,42.07,0.756,0.37,3.1,3.05,1,3.23,0.85,1
DSTM-01786,D,CAT_797F_MANUAL,0,40.67,10.25,8.44,0.286,0.39,7.8,3.26,1,0.79,-1.96,1
DSTM-01787,B,CAT_797F_MANUAL,0,14.7,1.03,26.26,0.783,0.28,2.4,6.46,1,7.2,5.32,0
DSTM-01788,D,CAT_797F_MANUAL,0,23.75,11.69,57.63,0.462,0.188,3.8,5.16,1,8.29,6.1,0
DSTM-01789,E,KOMATSU_930E_AHS,1,26.24,8.27,52.79,0.971,0.08,23.7,0.15,0,6.57,6.17,0
DSTM-01790,A,CAMIONETA_4x4,0,39.03,10.64,18.24,0.638,0.063,7.4,2.7,1,1.49,-0.44,1
DSTM-01791,D,CAMIONETA_4x4,0,47.04,5.84,8.97,0.546,0.136,8.7,2.22,1,0.72,-1.09,1
DSTM-01792,B,CAT_797F_MANUAL,0,18.56,2.07,27.29,0.863,0.085,3.5,3.02,0,5.14,3.65,1
DSTM-01793,A,CAT_797F_MANUAL,0,40.3,9.83,36.53,0.633,0.196,5.6,4.02,2,3.2,1.11,1
DSTM-01794,D,CAMIONETA_4x4,0,31.15,7.36,18.58,0.498,0.116,5.2,1.42,2,1.75,-0.1,1
DSTM-01795,E,CAMIONETA_4x4,0,42.73,5.98,140.96,0.795,0.047,4.9,5.56,1,11.91,10.49,0
DSTM-01796,B,CAT_797F_MANUAL,0,12.04,4.04,18.56,0.949,0.148,7.2,3.84,3,4.3,2.69,1
DSTM-01797,C,CAT_797F_MANUAL,0,29.19,13.26,31.96,0.936,0.332,10.9,4.74,1,3.47,0.97,1
DSTM-01798,B,CAT_797F_MANUAL,0,19.58,4.53,14.37,0.814,0.082,6.9,3.17,1,3.46,1.93,1
DSTM-01799,C,KOMATSU_930E_AHS,1,31.85,8.36,13.53,0.813,0.076,3.0,0.15,0,1.4,0.95,1
DSTM-01800,C,CAT_797F_MANUAL,0,37.39,8.76,30.63,0.829,0.069,9.1,1.4,2,3.14,1.49,1
DSTM-01801,C,KOMATSU_930E_AHS,1,32.22,6.07,47.11,0.881,0.051,22.3,0.15,0,5.29,4.88,0
DSTM-01802,C,CAT_797F_MANUAL,0,39.41,7.89,78.24,0.88,0.073,10.8,2.57,0,7.01,5.52,0
DSTM-01803,A,CAMIONETA_4x4,0,43.37,9.1,10.68,0.653,0.086,8.2,3.48,2,0.94,-0.84,1
DSTM-01804,D,KOMATSU_930E_AHS,1,24.47,9.88,36.27,0.474,0.02,8.7,0.15,0,5.4,4.78,0
DSTM-01805,D,CAMIONETA_4x4,0,44.64,11.14,10.1,0.161,0.103,2.5,0.79,1,0.6,-1.45,1
DSTM-01806,D,CAT_797F_MANUAL,0,48.0,7.17,29.29,0.466,0.088,4.6,4.09,0,2.23,0.48,1
DSTM-01807,A,CAMIONETA_4x4,0,47.02,10.65,84.08,0.748,0.091,5.0,2.21,2,6.08,4.3,0
DSTM-01808,B,CAT_797F_MANUAL,0,13.02,2.53,11.12,0.912,0.243,10.2,6.99,4,3.09,1.41,1
DSTM-01809,B,CAT_797F_MANUAL,0,16.98,3.02,91.15,0.747,0.065,9.4,4.64,1,23.59,22.13,0
DSTM-01810,A,CAT_797F_MANUAL,0,28.34,9.37,64.56,0.72,0.052,6.5,5.25,3,8.67,7.06,0
DSTM-01811,A,CAT_797F_MANUAL,0,40.6,12.09,82.69,0.643,0.276,1.3,4.85,0,7.19,4.76,0
DSTM-01812,B,CAT_797F_MANUAL,0,12.83,0.45,7.52,0.942,0.461,5.2,4.27,1,3.52,1.16,1
DSTM-01813,D,KOMATSU_930E_AHS,1,37.05,7.43,28.5,0.316,0.047,6.5,0.15,0,3.12,2.42,1
DSTM-01814,A,CAT_797F_MANUAL,0,35.8,9.85,93.19,0.781,0.183,6.9,15.0,1,9.23,7.25,0
DSTM-01815,D,CAMIONETA_4x4,0,31.83,8.79,57.68,0.319,0.181,4.4,1.51,1,6.68,4.44,0
DSTM-01816,C,CAT_797F_MANUAL,0,33.89,11.33,16.63,0.831,0.534,7.6,1.37,3,1.55,-1.25,1
DSTM-01817,D,CAT_797F_MANUAL,0,26.27,9.82,24.89,0.381,0.202,7.5,3.89,1,3.29,1.09,1
DSTM-01818,C,CAT_797F_MANUAL,0,29.8,6.22,120.08,0.898,0.421,9.4,4.76,3,15.57,13.2,0
DSTM-01819,C,CAT_797F_MANUAL,0,23.51,9.94,29.2,0.941,0.318,10.5,1.93,2,4.14,2.08,1
DSTM-01820,C,CAT_797F_MANUAL,0,35.44,7.99,149.56,0.847,0.29,11.9,11.36,0,15.99,14.05,0
DSTM-01821,E,KOMATSU_930E_AHS,1,27.99,6.84,44.3,0.918,0.027,19.0,0.15,0,6.49,6.11,0
DSTM-01822,C,CAT_797F_MANUAL,0,29.07,7.63,29.67,0.941,0.406,11.2,7.18,1,3.39,1.16,1
DSTM-01823,C,CAMIONETA_4x4,0,37.19,11.88,18.29,0.802,0.337,10.4,5.38,7,1.33,-1.16,1
DSTM-01824,C,CAT_797F_MANUAL,0,13.59,10.28,14.66,0.848,0.359,7.7,4.7,3,3.22,0.81,1
DSTM-01825,D,CAT_797F_MANUAL,0,32.85,6.08,91.6,0.262,0.327,11.0,4.13,3,9.69,7.21,0
DSTM-01826,A,KOMATSU_930E_AHS,1,36.26,10.67,200.0,0.676,0.037,7.2,0.15,0,18.78,18.29,0
DSTM-01827,C,CAT_797F_MANUAL,0,37.9,7.33,12.61,0.95,0.369,11.8,3.43,0,1.21,-0.94,1
DSTM-01828,C,CAMIONETA_4x4,0,34.81,12.52,76.9,0.861,0.372,10.9,6.0,0,7.48,4.87,0
DSTM-01829,E,KOMATSU_930E_AHS,1,24.53,10.83,42.74,0.827,0.039,11.4,0.15,0,6.13,5.71,0
DSTM-01830,C,CAT_797F_MANUAL,0,35.39,8.87,44.99,0.851,0.113,8.9,4.47,0,4.35,2.63,1
DSTM-01831,C,CAMIONETA_4x4,0,46.62,10.73,123.59,0.924,0.284,10.3,9.11,2,9.13,6.89,0
DSTM-01832,E,KOMATSU_930E_AHS,1,26.35,12.61,97.19,0.937,0.053,7.4,0.15,0,15.81,15.42,0
DSTM-01833,C,CAT_797F_MANUAL,0,40.51,5.61,61.39,0.812,0.343,10.8,2.45,3,5.31,3.24,1
DSTM-01834,A,CAT_797F_MANUAL,0,45.07,9.46,195.35,0.624,0.135,8.4,2.46,2,16.41,14.45,0
DSTM-01835,A,KOMATSU_930E_AHS,1,40.6,12.45,123.08,0.837,0.078,6.0,0.15,0,11.61,11.17,0
DSTM-01836,A,CAT_797F_MANUAL,0,44.78,12.66,29.42,0.683,0.14,6.9,1.36,0,2.03,0.12,1
DSTM-01837,A,CAT_797F_MANUAL,0,50.13,8.23,196.39,0.712,0.38,2.7,15.0,1,13.98,11.61,0
DSTM-01838,B,PALA_PH_4100XPC,0,2.08,2.86,17.27,0.847,0.174,10.5,0.76,0,27.86,26.11,0
DSTM-01839,D,CAT_797F_MANUAL,0,34.49,5.89,67.56,0.332,0.106,7.0,0.6,1,7.15,5.39,0
DSTM-01840,D,CAMIONETA_4x4,0,54.88,11.17,64.24,0.293,0.193,4.4,5.29,3,4.25,2.08,1
DSTM-01841,A,CAT_797F_MANUAL,0,41.87,7.43,50.48,0.8,0.034,9.0,1.03,0,5.15,3.6,1
DSTM-01842,C,CAT_797F_MANUAL,0,24.37,5.48,66.42,0.803,0.23,11.9,5.69,0,10.15,8.24,0
DSTM-01843,A,CAMIONETA_4x4,0,47.02,11.4,31.33,0.578,0.158,3.2,3.19,3,2.63,0.66,1
DSTM-01844,E,KOMATSU_930E_AHS,1,34.15,6.15,11.66,0.769,0.052,3.4,0.15,0,1.33,0.87,1
DSTM-01845,A,CAMIONETA_4x4,0,44.88,9.53,67.91,0.748,0.086,2.5,2.95,0,5.19,3.53,1
DSTM-01846,C,CAT_797F_MANUAL,0,29.26,13.15,99.48,0.952,0.421,9.4,2.61,1,12.92,10.21,0
DSTM-01847,B,PALA_PH_4100XPC,0,0.22,3.86,23.95,0.971,0.179,6.0,0.91,1,23.85,22.16,0
DSTM-01848,C,CAT_797F_MANUAL,0,33.17,6.51,7.38,0.828,0.426,10.6,15.0,2,1.28,-1.11,1
DSTM-01849,B,CAT_797F_MANUAL,0,15.52,3.24,83.8,0.897,0.195,8.6,0.49,0,20.24,18.44,0
DSTM-01850,D,CAT_797F_MANUAL,0,39.55,7.29,148.98,0.576,0.182,10.7,4.3,0,13.5,11.67,0
DSTM-01851,A,CAT_797F_MANUAL,0,33.75,8.4,59.04,0.629,0.093,8.2,3.67,1,6.16,4.42,0
DSTM-01852,E,KOMATSU_930E_AHS,1,35.53,12.75,24.68,0.893,0.029,23.2,0.15,0,2.27,1.9,1
DSTM-01853,C,CAT_797F_MANUAL,0,32.63,7.9,18.59,0.874,0.297,7.5,3.86,5,2.71,0.79,1
DSTM-01854,D,CAT_797F_MANUAL,0,24.07,6.56,121.52,0.376,0.115,5.3,1.11,3,15.64,13.86,0
DSTM-01855,D,CAT_797F_MANUAL,0,25.47,4.21,81.46,0.225,0.31,10.2,5.01,2,11.83,9.48,0
DSTM-01856,E,KOMATSU_930E_AHS,1,15.58,7.83,91.84,0.99,0.047,2.9,0.15,0,18.71,18.34,0
DSTM-01857,A,CAT_797F_MANUAL,0,40.59,9.68,120.24,0.768,0.124,3.7,2.74,2,11.19,9.37,0
DSTM-01858,B,CAT_797F_MANUAL,0,16.28,0.43,24.03,0.835,0.02,7.0,3.3,2,5.73,4.36,0
DSTM-01859,B,CAT_797F_MANUAL,0,20.53,5.39,79.35,0.823,0.094,6.8,2.85,0,16.79,15.19,0
DSTM-01860,B,PALA_PH_4100XPC,0,0.0,4.51,30.5,1.0,0.032,6.3,1.45,1,61.63,60.31,0
DSTM-01861,C,CAT_797F_MANUAL,0,38.05,3.73,35.06,0.933,0.108,8.2,3.96,3,2.76,1.16,1
DSTM-01862,E,KOMATSU_930E_AHS,1,28.35,7.47,12.99,0.713,0.072,18.3,0.15,0,1.26,0.79,1
DSTM-01863,E,KOMATSU_930E_AHS,1,35.32,9.23,166.12,0.84,0.033,5.9,0.15,0,16.58,16.14,0
DSTM-01864,C,CAT_797F_MANUAL,0,31.7,8.14,9.65,0.944,0.339,8.3,4.3,2,1.06,-1.04,1
DSTM-01865,C,CAT_797F_MANUAL,0,34.43,8.29,10.82,0.978,0.42,8.3,3.99,1,1.03,-1.35,1
DSTM-01866,E,KOMATSU_930E_AHS,1,31.15,7.48,111.47,0.966,0.06,10.8,0.15,0,12.9,12.55,0
DSTM-01867,E,KOMATSU_930E_AHS,1,32.45,9.02,175.79,0.912,0.02,15.0,0.15,0,18.66,18.26,0
DSTM-01868,A,CAMIONETA_4x4,0,42.89,10.78,191.21,0.786,0.149,8.3,14.31,3,16.01,14.03,0
DSTM-01869,C,CAT_797F_MANUAL,0,19.53,9.45,8.96,1.0,0.435,7.5,7.2,1,2.04,-0.44,1
DSTM-01870,D,CAT_797F_MANUAL,0,35.29,5.05,28.85,0.441,0.169,11.1,3.2,0,3.13,1.22,1
DSTM-01871,B,PALA_PH_4100XPC,0,3.71,0.91,47.74,0.759,0.159,7.8,0.53,2,91.62,89.82,0
DSTM-01872,B,PALA_PH_4100XPC,0,0.29,5.96,10.08,0.817,0.147,8.4,4.5,0,29.41,27.86,0
DSTM-01873,E,KOMATSU_930E_AHS,1,28.56,8.64,33.43,0.862,0.049,11.6,0.15,0,4.27,3.86,1
DSTM-01874,E,CAMIONETA_4x4,0,39.93,3.56,146.12,0.816,0.213,2.3,1.66,0,13.17,11.33,0
DSTM-01875,E,KOMATSU_930E_AHS,1,22.28,7.04,17.51,0.854,0.02,10.6,0.15,0,3.5,3.07,1
DSTM-01876,D,CAT_797F_MANUAL,0,23.87,11.11,18.24,0.449,0.23,8.3,5.46,1,2.67,0.44,1
DSTM-01877,B,PALA_PH_4100XPC,0,2.36,5.05,14.28,0.751,0.19,2.1,3.23,2,35.1,33.37,0
DSTM-01878,B,CAT_797F_MANUAL,0,21.07,3.76,6.34,0.982,0.03,5.5,4.55,2,0.79,-0.56,1
DSTM-01879,C,KOMATSU_930E_AHS,1,28.62,6.62,42.32,0.823,0.035,6.6,0.15,0,5.27,4.82,0
DSTM-01880,C,KOMATSU_930E_AHS,1,18.19,7.97,18.58,0.808,0.043,10.4,0.15,0,4.87,4.43,0
DSTM-01881,C,KOMATSU_930E_AHS,1,28.6,7.31,74.09,0.897,0.042,16.7,0.15,0,8.97,8.56,0
DSTM-01882,C,CAT_797F_MANUAL,0,34.78,6.22,61.59,0.825,0.252,10.0,7.03,2,6.01,4.03,0
DSTM-01883,B,PALA_PH_4100XPC,0,2.23,3.33,30.99,0.887,0.081,7.1,2.58,1,28.42,26.98,0
DSTM-01884,D,CAT_797F_MANUAL,0,38.72,11.33,71.45,0.405,0.303,5.0,10.15,3,6.4,3.98,1
DSTM-01885,B,CAT_797F_MANUAL,0,21.66,2.69,4.08,0.864,0.105,4.1,8.13,3,0.95,-0.59,1
DSTM-01886,B,CAT_797F_MANUAL,0,16.36,4.72,68.12,0.892,0.064,10.3,2.02,0,14.18,12.69,0
DSTM-01887,A,CAT_797F_MANUAL,0,57.89,8.7,187.76,0.849,0.224,1.6,1.68,0,11.57,9.59,0
DSTM-01888,A,KOMATSU_930E_AHS,1,27.32,12.19,124.35,0.711,0.111,1.0,0.15,0,16.22,15.72,0
DSTM-01889,E,CAMIONETA_4x4,0,40.1,6.01,77.93,0.74,0.079,2.8,4.76,0,7.18,5.64,0
